date,gamePk,title,total_full,total_f5,full_line,f5_line,full_over,f5_over,full_side_known,f5_side_known,f5_story,posted_total,projected_full_total,projected_f5_total,derived_f5_line,away_projected_runs,home_projected_runs,away_f5_projected_runs,home_f5_projected_runs,away_projected_hits,home_projected_hits,away_f5_projected_hits,home_f5_projected_hits,away_hit_eff,home_hit_eff,away_f5_hit_eff,home_f5_hit_eff,chaos_maxMistakeChaos,chaos_maxRunClustering,chaos_maxEarlyMultiRunAllowed,chaos_maxOneBadInningAllowed,chaos_maxQuietFirst5,chaos_maxDeadBatTraffic,chaos_minLineupConversion,chaos_weatherCarry,chaos_weatherSuppress,tail_shape,category,full_total_lean,f5_total_lean,weather_carry_flag,weather_suppress_flag,away_starter_era,away_starter_whip,away_starter_inningsPitched,away_starter_walks,away_starter_homeRunsAllowed,away_starter_usage_expectedInnings,away_starter_usage_shortLeashRisk,away_mistake_mistakeChaosIndex,away_mistake_runClusteringIndex,away_mistake_oneBadInningAllowedRate,away_mistake_earlyMultiRunAllowedRate,away_lineup_lineupConversionIndex,away_lineup_baserunnersPerGame,away_lineup_runsPerBaserunner,away_lineup_quietFirst5Rate,away_lineup_trafficNoConversionRate,away_bullpen_bullpenChaosIndex,away_bullpen_bullpenMeltdownGameRate,away_bullpen_firstBatterReachRate,away_bullpen_homeRunAppearanceRate,home_starter_era,home_starter_whip,home_starter_inningsPitched,home_starter_walks,home_starter_homeRunsAllowed,home_starter_usage_expectedInnings,home_starter_usage_shortLeashRisk,home_mistake_mistakeChaosIndex,home_mistake_runClusteringIndex,home_mistake_oneBadInningAllowedRate,home_mistake_earlyMultiRunAllowedRate,home_lineup_lineupConversionIndex,home_lineup_baserunnersPerGame,home_lineup_runsPerBaserunner,home_lineup_quietFirst5Rate,home_lineup_trafficNoConversionRate,home_bullpen_bullpenChaosIndex,home_bullpen_bullpenMeltdownGameRate,home_bullpen_firstBatterReachRate,home_bullpen_homeRunAppearanceRate,park_runs,park_hr
2026-05-30,823375,Twins @ Pirates,19.0,15.0,7.5,4.1,1,1,1,1,crooked,7.5,7.9,4.3,4.1,2.8,5.1,1.6,2.7,6.2,10.4,3.7,6.0,17.9,30.3,19.2,31.9,63.2,73.7,0.63,0.63,0.5,0.5,37.8,0.0,1.0,none,none,Pass,Pass,1.0,1.0,4.59,1.22,66.2,18.0,12.0,5.8,0.1,61.79,67.48,0.63,0.63,46.02,11.13,0.37,0.13,0.0,41.99,0.23,0.32,0.04,4.35,1.17,68.1,20.0,4.0,5.83,0.1,63.17,73.72,0.5,0.38,37.8,11.88,0.36,0.5,0.0,51.74,0.46,0.29,0.2,100.0,80.0
2026-05-30,825000,Yankees @ Athletics,10.0,3.0,9.5,5.1,1,0,1,1,dead,9.5,7.1,3.8,5.1,3.8,3.3,1.9,1.9,9.3,6.4,4.9,4.1,27.0,18.5,25.8,21.4,67.9,74.0,0.88,0.63,0.71,0.63,0.4,1.0,0.0,none,none,Under,Under,1.0,0.0,3.14,1.12,57.1,16.0,8.0,5.73,0.1,53.82,74.03,0.14,0.0,48.82,13.57,0.4,0.71,0.14,43.42,0.17,0.27,0.07,3.19,1.14,53.2,23.0,6.0,5.19,0.22,67.89,56.31,0.63,0.88,0.38,12.13,0.18,0.25,0.0,41.71,0.23,0.28,0.14,100.0,100.0
2026-05-31,822976,Angels @ Rays,7.0,4.0,8.5,4.7,0,0,1,1,normal,8.5,8.5,4.7,4.7,3.0,5.5,1.5,3.2,6.6,10.8,3.6,6.5,19.1,31.5,19.0,34.0,77.9,74.2,0.43,0.71,0.57,0.43,0.0,0.0,0.0,none,none,Pass,Pass,0.0,0.0,5.23,1.48,63.2,35.0,6.0,5.58,0.0,54.29,74.2,0.38,0.13,68.9,13.5,0.48,0.38,0.0,53.58,0.46,0.32,0.14,2.45,1.02,55.0,19.0,2.0,5.0,0.0,77.85,73.05,0.71,0.43,0.0,14.0,0.26,0.57,0.29,51.69,0.36,0.21,0.26,100.0,100.0
2026-05-31,824832,Blue Jays @ Orioles,14.0,6.0,10.0,5.5,1,1,1,1,crooked,10.0,8.3,4.6,5.5,5.0,3.3,2.9,1.7,10.9,6.8,6.4,3.9,31.4,19.7,33.3,20.6,57.4,78.5,0.25,0.25,0.88,0.5,7.3,0.0,0.0,none,none,Under,Under,0.0,0.0,3.47,1.16,36.1,12.0,3.0,3.0,1.0,57.39,67.85,0.25,0.25,7.34,12.38,0.31,0.88,0.13,46.67,0.21,0.35,0.06,3.44,1.42,65.1,33.0,7.0,5.3,0.0,52.9,78.45,0.13,0.13,48.01,13.38,0.41,0.5,0.0,52.56,0.46,0.33,0.04,106.0,112.0
2026-05-31,824512,Braves @ Reds,10.0,6.0,8.5,4.9,1,1,1,1,crooked,8.5,9.0,5.2,4.9,5.3,3.7,2.8,2.4,11.4,7.2,6.5,4.7,32.6,20.8,33.8,24.8,66.3,74.6,0.57,0.29,0.38,0.29,28.4,0.0,0.0,none,none,Over,Pass,0.0,0.0,3.77,1.26,31.0,17.0,6.0,5.2,0.2,53.65,62.11,0.13,0.25,28.44,12.0,0.38,0.38,0.0,43.15,0.15,0.27,0.1,5.2,1.37,27.2,13.0,7.0,5.25,0.0,66.25,74.59,0.29,0.57,31.05,12.86,0.32,0.0,0.14,45.4,0.55,0.34,0.26,106.0,122.0
2026-05-31,824187,Brewers @ Astros,2.0,2.0,7.5,4.2,0,0,1,1,dead,7.5,7.3,4.1,4.2,4.8,2.5,2.7,1.4,9.9,5.7,6.1,3.1,28.4,16.5,31.7,16.6,53.6,76.2,0.38,0.5,0.25,0.25,42.0,0.0,0.0,none,none,Pass,Pass,0.0,0.0,1.65,0.79,71.0,19.0,4.0,5.82,0.0,53.57,76.23,0.5,0.13,41.97,10.75,0.34,0.25,0.0,46.71,0.17,0.32,0.1,5.52,1.36,29.1,20.0,5.0,3.89,0.33,45.09,70.55,0.25,0.38,83.64,12.63,0.49,0.13,0.0,42.75,0.15,0.29,0.12,102.0,116.0
2026-05-31,823053,Cubs @ Cardinals,6.0,5.0,8.5,4.5,0,1,1,1,crooked,8.5,9.4,5.0,4.5,3.8,5.6,1.9,3.1,8.2,10.2,4.5,6.0,23.6,29.8,23.8,31.4,63.3,75.1,0.63,0.57,0.5,0.29,21.6,1.0,1.0,none,none,Pass,Pass,1.0,1.0,15.63,2.21,6.1,1.0,1.0,4.33,0.0,63.27,75.08,0.5,0.63,26.84,14.38,0.3,0.5,0.0,47.72,0.15,0.26,0.12,4.35,1.5,62.0,23.0,10.0,5.15,0.09,61.49,72.78,0.57,0.29,21.61,10.86,0.3,0.43,0.0,49.52,0.27,0.39,0.08,100.0,100.0
2026-05-31,823133,Diamondbacks @ Mariners,5.0,1.0,7.5,4.4,0,0,1,1,dead,7.5,9.1,5.3,4.4,3.1,6.0,1.8,3.5,7.2,11.1,4.2,6.9,20.8,32.4,22.0,36.3,51.6,70.4,0.5,0.38,0.25,0.13,56.9,0.0,0.0,none,none,Over,Over,0.0,0.0,5.06,1.46,53.1,22.0,10.0,6.0,0.0,48.55,70.37,0.0,0.5,56.93,12.38,0.39,0.25,0.0,41.47,0.15,0.24,0.1,1.71,0.86,21.0,3.0,2.0,5.5,0.0,51.57,68.52,0.38,0.13,75.61,12.25,0.43,0.13,0.0,40.94,0.25,0.4,0.11,100.0,100.0
2026-05-31,824354,Giants @ Rockies,25.0,16.0,11.0,6.4,1,1,1,1,crooked,11.0,11.1,6.5,6.4,5.8,5.3,3.4,3.1,11.9,10.3,7.1,6.1,34.3,30.2,37.3,31.9,69.4,75.0,0.5,0.75,0.25,0.13,24.9,1.0,0.0,none,none,Pass,Pass,1.0,0.0,4.45,1.4,62.2,31.0,13.0,5.33,0.0,69.24,74.98,0.75,0.25,52.1,12.0,0.42,0.13,0.13,63.14,0.42,0.42,0.16,6.37,1.56,35.1,8.0,6.0,5.0,0.0,69.36,74.47,0.5,0.5,24.87,12.5,0.34,0.25,0.13,63.35,0.38,0.36,0.12,100.0,100.0
2026-05-31,823621,Marlins @ Mets,11.0,6.0,7.5,3.9,1,1,1,1,crooked,7.5,5.0,2.6,3.9,2.4,2.6,1.3,1.3,5.6,5.6,3.3,3.0,16.2,16.3,17.4,15.8,63.1,73.4,0.38,0.38,0.63,0.38,20.7,1.0,0.0,none,none,Under,Under,1.0,0.0,2.52,0.72,25.0,8.0,3.0,5.2,0.0,61.83,73.38,0.38,0.25,20.69,11.38,0.31,0.63,0.13,55.46,0.46,0.2,0.15,4.21,1.12,66.1,24.0,8.0,5.58,0.09,63.09,68.6,0.38,0.38,38.69,9.38,0.33,0.25,0.13,49.4,0.38,0.31,0.07,98.0,102.0
2026-05-31,822729,Padres @ Nationals,6.0,3.0,7.5,4.4,0,0,1,1,dead,7.5,10.2,6.0,4.4,4.2,6.0,2.3,3.7,9.2,11.8,5.4,7.2,26.5,34.5,28.0,38.1,53.9,65.0,0.5,0.13,0.38,0.38,12.5,0.0,0.0,none,none,Over,Over,0.0,0.0,7.16,1.55,27.2,15.0,6.0,4.53,0.2,53.88,49.53,0.13,0.5,12.49,11.13,0.28,0.38,0.13,51.07,0.25,0.38,0.08,5.01,1.37,59.1,19.0,15.0,4.81,0.14,47.64,64.96,0.13,0.13,43.44,12.5,0.4,0.38,0.0,53.5,0.23,0.28,0.13,100.0,100.0
2026-05-31,823944,Phillies @ Dodgers,10.0,6.0,9.0,5.3,1,1,1,1,crooked,9.0,7.2,4.2,5.3,2.4,4.8,1.4,2.8,6.0,10.2,3.5,6.4,17.3,29.7,18.2,33.7,59.4,80.5,0.25,0.5,0.75,0.13,29.4,1.0,0.0,none,none,Pass,Under,1.0,0.0,5.74,1.52,53.1,17.0,9.0,5.0,0.11,38.75,54.81,0.0,0.13,29.4,8.38,0.3,0.75,0.0,42.82,0.08,0.3,0.15,2.86,1.0,69.1,15.0,9.0,6.4,0.0,59.42,80.45,0.5,0.25,54.37,13.25,0.45,0.25,0.13,30.14,0.17,0.19,0.08,104.0,128.0
2026-05-31,824430,Red Sox @ Guardians,13.0,7.0,8.5,4.7,1,1,1,1,crooked,8.5,7.4,4.1,4.7,4.9,2.5,2.8,1.3,10.2,6.0,6.1,3.2,29.4,17.4,32.1,16.9,73.0,79.7,0.5,0.63,0.5,0.38,3.1,0.0,0.0,none,none,Pass,Pass,0.0,0.0,3.38,1.16,58.2,19.0,4.0,5.37,0.0,72.97,79.69,0.63,0.5,29.78,13.88,0.37,0.13,0.13,54.47,0.33,0.47,0.13,4.57,1.3,69.0,22.0,13.0,5.25,0.08,60.24,65.36,0.5,0.25,3.09,10.0,0.21,0.5,0.25,34.24,0.08,0.38,0.07,96.0,94.0
2026-05-31,822895,Royals @ Rangers,9.0,6.0,7.5,4.0,1,1,1,1,crooked,7.5,6.2,3.3,4.0,3.6,2.6,1.9,1.4,7.5,6.1,4.3,3.6,22.0,18.0,22.6,19.3,69.8,75.4,0.38,0.63,0.5,0.25,18.4,0.0,0.0,none,none,Pass,Pass,0.0,0.0,3.23,1.12,75.1,26.0,8.0,6.39,0.0,69.84,68.62,0.63,0.38,18.43,9.88,0.3,0.5,0.0,57.89,0.58,0.31,0.29,4.34,1.33,66.1,28.0,9.0,5.52,0.09,62.86,75.43,0.5,0.38,62.3,10.25,0.4,0.25,0.0,52.87,0.31,0.4,0.2,85.0,88.0
2026-05-31,824592,Tigers @ White Sox,3.0,1.0,8.0,4.4,0,0,1,1,dead,8.0,8.3,4.6,4.4,3.6,4.7,2.1,2.5,7.5,10.1,4.7,5.7,21.8,29.5,24.8,30.1,59.2,77.9,0.38,0.63,0.5,0.25,33.0,0.0,0.0,none,none,Pass,Pass,0.0,0.0,3.69,1.0,61.0,15.0,7.0,5.5,0.0,59.24,63.41,0.63,0.38,32.95,10.63,0.31,0.5,0.0,56.03,0.54,0.34,0.18,3.72,1.13,65.1,18.0,5.0,5.19,0.0,51.75,77.9,0.38,0.25,59.89,12.63,0.46,0.38,0.13,54.92,0.31,0.38,0.24,96.0,95.0
2026-05-31,823373,Twins @ Pirates,12.0,9.0,7.5,4.1,1,1,1,1,crooked,7.5,7.4,4.0,4.1,2.5,4.9,1.3,2.7,5.7,9.9,3.1,6.0,16.5,28.9,16.0,31.5,62.3,78.6,0.63,0.63,0.5,0.38,48.3,0.0,1.0,none,none,Pass,Pass,1.0,1.0,4.63,1.03,23.1,4.0,5.0,6.33,0.0,62.25,69.23,0.63,0.63,48.34,11.0,0.39,0.13,0.0,42.98,0.23,0.3,0.04,2.77,1.03,74.2,17.0,7.0,6.24,0.0,62.18,78.56,0.5,0.38,51.47,13.38,0.39,0.5,0.0,50.79,0.46,0.27,0.2,100.0,80.0
2026-05-31,825001,Yankees @ Athletics,21.0,16.0,10.0,5.7,1,1,1,1,crooked,10.0,9.1,5.2,5.7,4.8,4.3,2.6,2.6,11.7,8.4,6.6,5.5,33.9,24.4,34.3,29.2,70.2,79.1,0.75,0.75,0.71,0.63,7.9,1.0,0.0,none,none,Pass,Pass,1.0,0.0,3.22,1.2,64.1,19.0,7.0,5.3,0.09,57.7,79.05,0.14,0.14,50.9,14.86,0.4,0.71,0.14,43.2,0.25,0.24,0.08,6.75,1.84,50.2,33.0,11.0,4.78,0.11,70.16,60.22,0.75,0.75,7.87,11.75,0.21,0.25,0.0,45.58,0.31,0.29,0.13,100.0,100.0
